iteration,v_s,max_s,std_s,peak_node_s
0,1117.8364500000002,7.950000000000001,1.1323438126293621,5.07
1,1117.8364500000002,7.950000000000001,1.1323438126293621,5.07
2,1117.8364500000002,7.950000000000001,1.1323438126293621,5.07
3,1117.8364500000002,7.950000000000001,1.1323438126293621,5.07
4,1117.8364500000002,7.950000000000001,1.1323438126293621,5.07
5,2121.9296245000005,9.181000000000001,1.1586265546326824,7.463000000000001
6,2121.9296245000005,9.181000000000001,1.1586265546326824,7.463000000000001
7,2121.9296245000005,9.181000000000001,1.1586265546326824,7.463000000000001
8,2121.9296245000005,9.181000000000001,1.1586265546326824,7.463000000000001
9,2121.9296245000005,9.181000000000001,1.1586265546326824,7.463000000000001
10,3358.6776258450004,11.913499999999999,1.5781852132785303,8.8167
11,3358.6776258450004,11.913499999999999,1.5781852132785303,8.8167
12,3358.6776258450004,11.913499999999999,1.5781852132785303,8.8167
13,3358.6776258450004,11.913499999999999,1.5781852132785303,8.8167
14,3358.6776258450004,11.913499999999999,1.5781852132785303,8.8167
15,4675.641718934451,12.866620000000001,1.7127869196729963,11.335030000000001
16,4675.641718934451,12.866620000000001,1.7127869196729963,11.335030000000001
17,4675.641718934451,12.866620000000001,1.7127869196729963,11.335030000000001
18,4675.641718934451,12.866620000000001,1.7127869196729963,11.335030000000001
19,4675.641718934451,12.866620000000001,1.7127869196729963,11.335030000000001
20,6049.392908036906,13.474615000000002,1.8743152265999328,12.701527000000002
21,6049.392908036906,13.474615000000002,1.8743152265999328,12.701527000000002
22,6049.392908036906,13.474615000000002,1.8743152265999328,12.701527000000002
23,6049.392908036906,13.474615000000002,1.8743152265999328,12.701527000000002
24,6049.392908036906,13.474615000000002,1.8743152265999328,12.701527000000002
25,7449.886946589894,15.353964100000002,2.08126361303419,13.431374300000002
26,7449.886946589894,15.353964100000002,2.08126361303419,13.431374300000002
27,7449.886946589894,15.353964100000002,2.08126361303419,13.431374300000002
28,7449.886946589894,15.353964100000002,2.08126361303419,13.431374300000002
29,7449.886946589894,15.353964100000002,2.08126361303419,13.431374300000002
30,8842.400198319816,17.029559440000003,2.300376163307059,14.988236870000001
31,8842.400198319816,17.029559440000003,2.300376163307059,14.988236870000001
32,8842.400198319816,17.029559440000003,2.300376163307059,14.988236870000001
33,8842.400198319816,17.029559440000003,2.300376163307059,14.988236870000001
34,8842.400198319816,17.029559440000003,2.300376163307059,14.988236870000001
35,10180.974759585952,17.846617508999998,2.4296985997359792,15.889413183000002
36,10180.974759585952,17.846617508999998,2.4296985997359792,15.889413183000002
37,10180.974759585952,17.846617508999998,2.4296985997359792,15.889413183000002
38,10180.974759585952,17.846617508999998,2.4296985997359792,15.889413183000002
39,10180.974759585952,17.846617508999998,2.4296985997359792,15.889413183000002
40,11467.07513980527,18.2451397407,2.548560106979647,17.6004718647
41,11467.07513980527,18.2451397407,2.548560106979647,17.6004718647
42,11467.07513980527,18.2451397407,2.548560106979647,17.6004718647
43,11467.07513980527,18.2451397407,2.548560106979647,17.6004718647
44,11467.07513980527,18.2451397407,2.548560106979647,17.6004718647
45,12696.148784518702,19.064877282730002,2.67849392736349,17.84042467823
46,12696.148784518702,19.064877282730002,2.67849392736349,17.84042467823
47,12696.148784518702,19.064877282730002,2.67849392736349,17.84042467823
48,12696.148784518702,19.064877282730002,2.67849392736349,17.84042467823
49,12696.148784518702,19.064877282730002,2.67849392736349,17.84042467823
50,13855.814986925578,20.163193948584006,2.7718938725563147,18.656382210407003
51,13855.814986925578,20.163193948584006,2.7718938725563147,18.656382210407003
52,13855.814986925578,20.163193948584006,2.7718938725563147,18.656382210407003
53,13855.814986925578,20.163193948584006,2.7718938725563147,18.656382210407003
54,13855.814986925578,20.163193948584006,2.7718938725563147,18.656382210407003
55,14947.228833413355,21.1934657476549,2.894731807413095,19.890743989366303
56,14947.228833413355,21.1934657476549,2.894731807413095,19.890743989366303
57,14947.228833413355,21.1934657476549,2.894731807413095,19.890743989366303
58,14947.228833413355,21.1934657476549,2.894731807413095,19.890743989366303
59,14947.228833413355,21.1934657476549,2.894731807413095,19.890743989366303
60,15951.409722273029,20.942187098353045,2.9600756502206633,19.901669590429673
61,15951.409722273029,20.942187098353045,2.9600756502206633,19.901669590429673
62,15951.409722273029,20.942187098353045,2.9600756502206633,19.901669590429673
63,15951.409722273029,20.942187098353045,2.9600756502206633,19.901669590429673
64,15951.409722273029,20.942187098353045,2.9600756502206633,19.901669590429673
65,16890.8978095667,21.848005808567166,3.044404958641385,19.911502631386707
66,16890.8978095667,21.848005808567166,3.044404958641385,19.911502631386707
67,16890.8978095667,21.848005808567166,3.044404958641385,19.911502631386707
68,16890.8978095667,21.848005808567166,3.044404958641385,19.911502631386707
69,16890.8978095667,21.848005808567166,3.044404958641385,19.911502631386707
70,17761.19980675629,22.773171549665967,3.102122938839959,21.120352368248035
71,17761.19980675629,22.773171549665967,3.102122938839959,21.120352368248035
72,17761.19980675629,22.773171549665967,3.102122938839959,21.120352368248035
73,17761.19980675629,22.773171549665967,3.102122938839959,21.120352368248035
74,17761.19980675629,22.773171549665967,3.102122938839959,21.120352368248035
75,18563.46056329988,22.698332877036385,3.1669326553809616,21.708317131423232
76,18563.46056329988,22.698332877036385,3.1669326553809616,21.708317131423232
77,18563.46056329988,22.698332877036385,3.1669326553809616,21.708317131423232
78,18563.46056329988,22.698332877036385,3.1669326553809616,21.708317131423232
79,18563.46056329988,22.698332877036385,3.1669326553809616,21.708317131423232
80,19295.717040303683,23.25489706420593,3.221987921653745,21.83748541828091
81,19295.717040303683,23.25489706420593,3.221987921653745,21.83748541828091
82,19295.717040303683,23.25489706420593,3.221987921653745,21.83748541828091
83,19295.717040303683,23.25489706420593,3.221987921653745,21.83748541828091
84,19295.717040303683,23.25489706420593,3.221987921653745,21.83748541828091
85,19976.188064074606,24.33767661100092,3.299920126397171,21.45373687645282
86,19976.188064074606,24.33767661100092,3.299920126397171,21.45373687645282
87,19976.188064074606,24.33767661100092,3.299920126397171,21.45373687645282
88,19976.188064074606,24.33767661100092,3.299920126397171,21.45373687645282
89,19976.188064074606,24.33767661100092,3.299920126397171,21.45373687645282
90,20597.593051470572,24.94257785373584,3.3666716274633033,22.308363188807537
91,20597.593051470572,24.94257785373584,3.3666716274633033,22.308363188807537
92,20597.593051470572,24.94257785373584,3.3666716274633033,22.308363188807537
93,20597.593051470572,24.94257785373584,3.3666716274633033,22.308363188807537
94,20597.593051470572,24.94257785373584,3.3666716274633033,22.308363188807537
95,21159.65803872667,24.177376200623577,3.4110741279403394,22.577526869926782
96,21159.65803872667,24.177376200623577,3.4110741279403394,22.577526869926782
97,21159.65803872667,24.177376200623577,3.4110741279403394,22.577526869926782
98,21159.65803872667,24.177376200623577,3.4110741279403394,22.577526869926782
99,21159.65803872667,24.177376200623577,3.4110741279403394,22.577526869926782
100,21665.106210695292,24.310337963825507,3.4310444761165892,23.019774182934103
101,21665.106210695292,24.310337963825507,3.4310444761165892,23.019774182934103
102,21665.106210695292,24.310337963825507,3.4310444761165892,23.019774182934103
103,21665.106210695292,24.310337963825507,3.4310444761165892,23.019774182934103
104,21665.106210695292,24.310337963825507,3.4310444761165892,23.019774182934103
105,22133.22988348047,24.701924246303776,3.4723740433014734,22.91779676464069
106,22133.22988348047,24.701924246303776,3.4723740433014734,22.91779676464069
107,22133.22988348047,24.701924246303776,3.4723740433014734,22.91779676464069
108,22133.22988348047,24.701924246303776,3.4723740433014734,22.91779676464069
109,22133.22988348047,24.701924246303776,3.4723740433014734,22.91779676464069
110,22553.409297748905,24.671519882676606,3.494116983356464,23.826017088176624
111,22553.409297748905,24.671519882676606,3.494116983356464,23.826017088176624
112,22553.409297748905,24.671519882676606,3.494116983356464,23.826017088176624
113,22553.409297748905,24.671519882676606,3.494116983356464,23.826017088176624
114,22553.409297748905,24.671519882676606,3.494116983356464,23.826017088176624
115,22945.237405503292,24.884002264997402,3.530868561679725,22.74341537935896
116,22945.237405503292,24.884002264997402,3.530868561679725,22.74341537935896
117,22945.237405503292,24.884002264997402,3.530868561679725,22.74341537935896
118,22945.237405503292,24.884002264997402,3.530868561679725,22.74341537935896
119,22945.237405503292,24.884002264997402,3.530868561679725,22.74341537935896
120,23299.36761394733,25.53693107624425,3.4996716493810385,24.169073841423064
121,23299.36761394733,25.53693107624425,3.4996716493810385,24.169073841423064
122,23299.36761394733,25.53693107624425,3.4996716493810385,24.169073841423064
123,23299.36761394733,25.53693107624425,3.4996716493810385,24.169073841423064
124,23299.36761394733,25.53693107624425,3.4996716493810385,24.169073841423064
125,23613.265471984032,25.418511985435597,3.5117367227399177,24.05216645728076
126,23613.265471984032,25.418511985435597,3.5117367227399177,24.05216645728076
127,23613.265471984032,25.418511985435597,3.5117367227399177,24.05216645728076
128,23613.265471984032,25.418511985435597,3.5117367227399177,24.05216645728076
129,23613.265471984032,25.418511985435597,3.5117367227399177,24.05216645728076
130,23906.61110777503,25.817498908905456,3.5602790228546466,23.346949811552683
131,23906.61110777503,25.817498908905456,3.5602790228546466,23.346949811552683
132,23906.61110777503,25.817498908905456,3.5602790228546466,23.346949811552683
133,23906.61110777503,25.817498908905456,3.5602790228546466,23.346949811552683
134,23906.61110777503,25.817498908905456,3.5602790228546466,23.346949811552683
135,24164.17132987211,25.514835775521714,3.581527965670491,24.212254830397416
136,24164.17132987211,25.514835775521714,3.581527965670491,24.212254830397416
137,24164.17132987211,25.514835775521714,3.581527965670491,24.212254830397416
138,24164.17132987211,25.514835775521714,3.581527965670491,24.212254830397416
139,24164.17132987211,25.514835775521714,3.581527965670491,24.212254830397416
140,24397.234268466287,25.46327270302878,3.600869868870845,23.991029347357674
141,24397.234268466287,25.46327270302878,3.600869868870845,23.991029347357674
142,24397.234268466287,25.46327270302878,3.600869868870845,23.991029347357674
143,24397.234268466287,25.46327270302878,3.600869868870845,23.991029347357674
144,24397.234268466287,25.46327270302878,3.600869868870845,23.991029347357674
145,24615.196267881332,26.2290857136443,3.601974105393735,24.69192641262191
146,24615.196267881332,26.2290857136443,3.601974105393735,24.69192641262191
147,24615.196267881332,26.2290857136443,3.601974105393735,24.69192641262191
148,24615.196267881332,26.2290857136443,3.601974105393735,24.69192641262191
149,24615.196267881332,26.2290857136443,3.601974105393735,24.69192641262191
150,24809.16566606917,26.42684158440285,3.631011856377166,25.12273377135972
151,24809.16566606917,26.42684158440285,3.631011856377166,25.12273377135972
152,24809.16566606917,26.42684158440285,3.631011856377166,25.12273377135972
153,24809.16566606917,26.42684158440285,3.631011856377166,25.12273377135972
154,24809.16566606917,26.42684158440285,3.631011856377166,25.12273377135972
155,24980.4572895147,25.684157425962564,3.64632616671035,23.910460394223747
156,24980.4572895147,25.684157425962564,3.64632616671035,23.910460394223747
157,24980.4572895147,25.684157425962564,3.64632616671035,23.910460394223747
158,24980.4572895147,25.684157425962564,3.64632616671035,23.910460394223747
159,24980.4572895147,25.684157425962564,3.64632616671035,23.910460394223747
160,25136.50460084375,26.09674068235316,3.66387834255231,25.919414354801376
161,25136.50460084375,26.09674068235316,3.66387834255231,25.919414354801376
162,25136.50460084375,26.09674068235316,3.66387834255231,25.919414354801376
163,25136.50460084375,26.09674068235316,3.66387834255231,25.919414354801376
164,25136.50460084375,26.09674068235316,3.66387834255231,25.919414354801376
165,25280.78978448936,26.823623993882865,3.688968274701392,24.527472919321237
166,25280.78978448936,26.823623993882865,3.688968274701392,24.527472919321237
167,25280.78978448936,26.823623993882865,3.688968274701392,24.527472919321237
168,25280.78978448936,26.823623993882865,3.688968274701392,24.527472919321237
169,25280.78978448936,26.823623993882865,3.688968274701392,24.527472919321237
170,25403.16188838164,26.258359952706066,3.6903214608782435,24.574725627389114
171,25403.16188838164,26.258359952706066,3.6903214608782435,24.574725627389114
172,25403.16188838164,26.258359952706066,3.6903214608782435,24.574725627389114
173,25403.16188838164,26.258359952706066,3.6903214608782435,24.574725627389114
174,25403.16188838164,26.258359952706066,3.6903214608782435,24.574725627389114
175,25517.32576462826,26.380163419604884,3.7017414338682992,24.717253064650205
176,25517.32576462826,26.380163419604884,3.7017414338682992,24.717253064650205
177,25517.32576462826,26.380163419604884,3.7017414338682992,24.717253064650205
178,25517.32576462826,26.380163419604884,3.7017414338682992,24.717253064650205
179,25517.32576462826,26.380163419604884,3.7017414338682992,24.717253064650205
180,25620.235859983677,26.41742189154061,3.711865586279513,24.945527758185182
181,25620.235859983677,26.41742189154061,3.711865586279513,24.945527758185182
182,25620.235859983677,26.41742189154061,3.711865586279513,24.945527758185182
183,25620.235859983677,26.41742189154061,3.711865586279513,24.945527758185182
184,25620.235859983677,26.41742189154061,3.711865586279513,24.945527758185182
185,25718.979920409136,26.979449178003325,3.736926260772618,24.35097498236666
186,25718.979920409136,26.979449178003325,3.736926260772618,24.35097498236666
187,25718.979920409136,26.979449178003325,3.736926260772618,24.35097498236666
188,25718.979920409136,26.979449178003325,3.736926260772618,24.35097498236666
189,25718.979920409136,26.979449178003325,3.736926260772618,24.35097498236666
190,25799.055192532513,26.70811173214789,3.735505073502227,24.81587748413
191,25799.055192532513,26.70811173214789,3.735505073502227,24.81587748413
192,25799.055192532513,26.70811173214789,3.735505073502227,24.81587748413
193,25799.055192532513,26.70811173214789,3.735505073502227,24.81587748413
194,25799.055192532513,26.70811173214789,3.735505073502227,24.81587748413
195,25872.708251965636,26.15445348786644,3.714082266522904,24.534289735717
196,25872.708251965636,26.15445348786644,3.714082266522904,24.534289735717
197,25872.708251965636,26.15445348786644,3.714082266522904,24.534289735717
198,25872.708251965636,26.15445348786644,3.714082266522904,24.534289735717
199,25872.708251965636,26.15445348786644,3.714082266522904,24.534289735717
